#;Source;Definition
29;Ellen MacArthur Foundation (2015, p. 23);"For the purpose of this economic analysis, the circular economy is defined as an economy that provides multiple value-creation mechanisms which are decoupled from the consumption of finite resources (Figure 8). This definition rests on three principles:  Preserve and enhance natural capital by controlling finite stocks and balancing renewable resource flows – for example, replacing fossil fuels with renewable energy or returning nutrients to ecosystems.  Optimise resource yields by circulating products, components, and materials in use at the highest utility at all times in both technical and biological cycles – for example, sharing or looping products and extending product lifetimes. Foster system effectiveness by revealing and designing out negative externalities, such as water, air, soil, and noise pollution; climate change; toxins; congestion; and negative health effects related to resource use. Narrower notions of the circular economy, limited to material reuse and sometimes regeneration, exist. But the modern economy requires applying all three principles to reintegrate the economy into our planet’s system, which is the ultimate ambition of circular thinking. Thus, applying these principles means creating an economy that is restorative and regenerative, that preserves ecosystems and increases their return over time, that creates prosperity, and that fuels growth by capturing more value from existing infrastructure and products."
30;Ellen MacArthur Foundation (2016, p. 15) ;"The circular economy helps decouple economic value creation from resource consumption. Its four value drivers – extending the use cycle length of an asset, increasing utilisation of an asset or resource, looping or cascading an asset through additional use cycles, and regeneration of natural capital – can be combined with one (or several) of the three main intelligent assets value drivers – knowledge of the location, condition, and availability of an asset. The circular economy rests on three key principles, shown in Figure 1.3. –– Principle 1: Preserve and enhance natural capital by controlling finite stocks and balancing renewable resource flows – for example, replacing fossil fuels with renewable energy or using the maximum sustainable yield method to preserve fish stocks. –– Principle 2: Optimize resource yields by circulating products, components and materials in use at the highest utility at all times in both technical and biological cycles – for example, sharing or looping products and extending product use cycles. –– Principle 3: Foster system effectiveness by revealing and designing out negative externalities, such as water, air, soil and noise pollution; climate change; toxins; congestion; and negative health effects related to resource use. "
31;EUKN (2015, p. 1);The circular economy, as defined by the Ellen McArthur Foundation, refers to an industrial economy that is restorative by intention, aims to rely on renewable energy, minimises the use of toxic chemicals, and eradicates waste through careful design. The transition to a circular economy can be understood as the implementation of different business models and technologies in all sectors of production, marketing, consumption and waste management. Companies are the driving force in the shift towards the circular economy. However, governmental support is indispensable for an transition at larger scale.
32;European Commission (2014);Circular Economy: a development strategy that enables economic growth while optimising consumption of resources, deeply transforms production chains and consumption patterns, and redesigns industrial systems at the system level
33;European Commission (2015);The transition to a more circular economy, where the value of products, materials and resources is maintained in the economy for as long as possible, and the generation of waste minimised, is an essential contribution to the EU's efforts to develop a sustainable, low carbon, resource efficient and competitive economy.
34;Fang, Côté, & Qin (2007, p. 316);"These paths include the following: industrialization pushed forward by information technology; sustainable development created by promoting a circular economy (CE) with optimal utilization of resources and energy; and maximization of integrated community profit. At the macro-level, the development of a CE emphasizes adjusting industrial composition and structure, creating resource recycling systems, and improving these recycling systems. At the meso-level, the will be developed by applying industrial ecology concepts. These concepts include: fostering networks among businesses and communities to optimize the use of resources; and planning of eco-efficient energy cascades. At the micro-level, the CE will ensure that byproducts are identified in individual enterprises and used effectively either internally through cleaner production (CP) or externally by other industries."
35;Fellner, Lederer, Scharff, & Laner (2017, p. 494);It foresees a “transition to a more circular economy, where the value of products, materials and resources is maintained in the economy for as long as possible, and the generation of waste minimized, which is seen as an essential contribution to the EU’s efforts to develop a sustainable, low carbon, resource efﬁcient and competitive economy
36;Geissdoerfer, Savaget, Bocken, & Hultink (2017, p. 759);We define the Circular Economy as a regenerative system in which resource input and waste, emission, and energy leakage are minimised by slowing, closing, and narrowing material and energy loops. This can be achieved through long-lasting design, maintenance, repair, reuse, remanufacturing, refurbishing, and recycling.
37;Geng & Doberstein (2008, p. 232);The Chinese people have chosen to use the term ‘circular economy’ as the working language of EID. The terminology may not be very familiar to Western readers, but in China it is understood to mean the realisation of a closed loop of materials flow in the whole economic system. Different from the traditional linear production model, a circular economy approach encourages the organisation of economic activities with feedback processes which mimic natural ecosystems through a process of ‘natural resources→transformation into manufactured products → byproducts of manufacturing used as resources for other industries.’ In essence, the circular economy approach is the same as the more familiar terms EID and ‘industrial ecology’, and fits comfortably within a broad range of ecological modernisation initiatives pioneered around the world. The Chinese circular economy concept comes originally from Germany and Japan, where there was a desire to form a more closed loop society (Wang et al. 2004). It advocates that economic systems could and should operate according to the materials and energy cycling principles that drive natural systems. These include ecosystemic self-sustaining properties, through the recycling of essential materials and energy, the capacity for one organism’s wastes to be used as a resource by another organism, and through self-organisation capacities.
38;Geng, Fu, Sarkis, & Xue (2012, p. 216);A CE is an industrial system focused on closing the loop for material and energy flows and contributing to long-term sustainability. CE incorporates policies and strategies for more efficient energy, materials, and water consumption, while emitting minimal waste into the environment.
39;Geng, Sarkis, Ulgiati, & Zhang (2013, p. 1256);"CE is based on the ‘win-win’ philosophy that a healthy economy and environmental health can co-exist (Geng and Doberstein, 2008; Park et al., 2010). It incorporates myriad strategies to achieve greater efficiency through economies of systems integration. The EID foundation of CE encourages economic activities to mimic the natural ecosystem metaphor, such as a closed loop of material flow within the broader economic system (Geng and Doberstein, 2008). "
40;Geng, Zhang, Côté, & Fujita (2009, p. 16);"It is believed that such EIP initiatives could bring great environmental, economic, and social benefits as a contribution to ecologically sustainable industrial development and China’s national circular economy program. This program includes initiatives related to cleaner production and ecodesign (at the company level), industrial symbiosis and EIPs (at the industrial cluster lever), and, more broadly, the regional eco-industrial network (at the regional level; Geng and Liu 2006)."
41;Geng, Zhang, Ulgiati, & Sarkis (2010, p. 5278);"China has a number of evolving regulatory policies related to industrial park and regional development programs and their implication on the environment. One of these major policies is the ‘circular economy’. The circular economy policy is meant to encourage resource-use efficiency and integrates cleaner production and industrial ecology in a broader system encompassing industrial firms, networks or chains of firms, eco-industrial parks, and regional infrastructure to support resource optimization (Geng and Doberstein, 2008; Park et al., 2010; Sarkis and Zhu, 2008; Zhu et al., 2010). (page 5278). Just as in natural ecosystems, interconnected entities form symbiotic relationships to assure survival and resource efficiency. For business, value is added as its waste byproducts, water, and energy are cycled back into the overall production stream of local region (Geng and Doberstein, 2008). Such a closing of the loop results into higher conservation of natural resources and lower disposal and production costs. (page 5282)"
42;Ghisellini, Cialani, & Ulgiati (2016, p. 4);Circular economy mainly emerges in the literature through three main “actions”, i.e. the so called 3R's Principles: Reduction, Reuse and Recycle. The Chinese CE promotion Laws define CE “a generic term for the reducing, reusing and recycling activities conducted in the process of production, circulation and consumption”.
43;Goldberg (2017, p. 491);In the inﬂuential Ellen MacArthur Foundation Report, Towards the Circular Economy (EMF 2012, 7), the authors deﬁne the circular economy as an industrial system that is “restorative and regenerative by intention and design . . . It replacesthe ‘end-of-life’ concept with restoration, shifts towards the use of renewable energy, eliminates the use of toxic chemicals, which impair reuse, and aims for the elimination of waste through the superior design of materials, products systems, and, within this, business models.
44;Haupt, Vadenbo, & Hellweg (2017, p. 615);"The concept of circular economy conceives of a production and consumption system with minimal losses of materials and energy through extensive reuse, recycling, and recovery (Ellen MacArthur Foundation 2013; EEA 2014)."
45;Hislop & Hill (2011);The circular economy represents a development strategy that maximises resource efficiency and minimises waste production, within the context of sustainable economic and social development
46;Hobson (2016, p. 2);"The CE has been defined as: an industrial system that is restorative or regenerative by intention and design. It replaces the end-of-life concept with restoration, shifts towards the use of renewable energy, eliminates the use of toxic chemicals, which impair reuse and return to the biosphere, and aims for the elimination of waste through the superior design of materials, products, systems and business models (Ellen MacArthur Foundation 2013b: 2; see also Aldersgate Group, 2012; Ellen Macarthur Foundation, 2013a, 2014; Lee et al., 2012)."
47;Hultman & Corvellec (2012, p. 2414);"Enabled by the evolution of applied industrial ecology, it is increasingly possible to use waste as input in production processes (Commoner, 1997; Ehrenfeld, 1997; Erkman, 1997; Frosch, 1992; Harper and Graedel, 2004). In such circular material management, recycling is a complement to and even replacement for the extraction of ‘virgin’ materials. European Union policy reflects the shift from waste as problem to waste as resource (Corvellec and Hultman, 2012; Watson, 2009). EU waste and environmental policy is effected through the European Waste Hierarchy (EWH) (EC, 2008a)."
48;Ellen MacArthur Foundation (2012, p. 7);A circular economy is an industrial system that is restorative or regenerative by intention and design. It replaces the ‘end-of-life’ concept with restoration, shifts towards the use of renewable energy, eliminates the use of toxic chemicals, which impair reuse, and aims for the elimination of waste through the superior design of materials, products, systems, and, within this, business models.
49;Iung & Levrat (2014, p. 16);The circular economy is a generic term materializing an economic concept that fits in the context of sustainable development and based on the concepts of green economy, usage (functionality) economy and industrial ecology. In that way, the conventional entire life cycle artefact phases (Beginning-of-Live BOL, Middle-of-Life MOL, End-of-Life EOL) has to be reconsidered for replacing the EOL with restoration, shift towards the use of renewable energy, eliminates the use of toxic chemicals (return to the bio-sphere), and aims for the elimination of waste. In that way, the maximum value could be extracted from restoration and recycling (less energy and cost efficient than producing everything from scratch reused multiple times) [13]. Thus, circular economy implies an extended vision for sustainable manufacturing assuming that sustainability is achieved thanks to the cyclical nature of eco-systems. It leads to rethink how the industrial systems must be designed in order to establish not only interactions between these systems but also with the natural environment (Figure 2). It has to be seen as a concretization of industrial symbiosis (e.g. the symbiosis of Kalundborg [14]). This symbiosis is an illustration of the way from a linear to a circular economy.
50;Jiao & Boons (2014, p. 21);In 2009, the Circular Economy Promotion Law was put into effect. In the Law, CE was defined as a holistic concept covering the activities of ‘reduce, reuse, and recycle’ in the process of production, circulation, and consumption.
51;Jones et al. (2013, p. 1);As described by Jones et al. (2011), in a circular economy material loops need to be closed by direct recycling of pre-consumer manufacturing scrap/residues (e.g. steel slags), urban mining of post-consumer End-of-Life products (e.g. recovery rare earth metals from electronic waste), and land mining of historic (and future) urban waste streams (Fig. 1). In all three cases the need for energy and carbon intensive mining of primary materials can be reduced (Ayres, 1997).
52;Lehtoranta, Nissinen, & Mattila (2011, p. 1868);"In 2002, the ‘circular economy’ (CE) concept was accepted as a new development strategy by the central government (Yuan et al., 2006). CE aims at a closed-loop flow of materials, energy, and waste. It relies mostly on the same principles that industrial ecology applies. China launched an industrial park-wide ISO 14001 demonstration programme in 1999 and an EIP demonstration programme in 2000 (Chiu and Yong, 2004; Fang et al., 2007; Shi et al., 2010). "
53;Li, Bao, Xiu, Zhang, & Xu (2010, p. 4274);The concept of circular economy broadly accepts that an economic growth and development system to integrate economy with resources and environmental factors is based on the material metabolism mode of ‘‘resource-product-regenerated resource’’, which incorporates a mechanism of efficient resource use and waste stream feedback, while its metabolism is compatible with the whole ecosystem. For the system, the reduction of resources, energy, and waste stream through the lifecycle of products and the increase in economic output and effectiveness can be achieved simultaneously by improving resource productivity (or eco-efficiency). There are three principles of circular economy, namely to reduce, to reuse and to recycle. And it is generally achieved at three levels. At the level of enterprises, circular economy mainly focuses on cleaner production. At the regional level, circular economy emphasizes structuring a substance recycling eco-industrial park. At the national level, circular economy represents a new pattern of economic operation and aims to create a recycling oriented society. 
54;Lieder & Rashid (2016, p. 37);In line with eco-industrial development CE is understood as “realization of closed loop material flow in the whole economic system” (Geng and Doberstein, 2008). In association with the so called 3R principles (reduction, reuse and recycling) “the core of CE is the circular (closed) flow of materials and the use of raw materials and energy through multiple phases” (Yuan et al., 2006). Taking into account economic aspects CE can also be defined as “an economy based on a spiral-loop system” that minimizes matter, energy-flow and environmental deterioration without restricting economic growth or social and technical progress” (Stahel, 1982). For this paper, the relevant CE definition is the one of “an industrial economy that is restorative or regenerative by intention and design” (Ellen Macarthur Foundation, 2013). This definition is more comprehensive as it considers both the environmental and economic advantages simultaneously under the notion of regenerative performance requiring high quality circulation of technical nutrients while ensuring safe entry of bio nutrients in the biological sphere. 
55;Linder, Sarasini, & van Loon (2017, p. 545 ff.);"Circularity metrics are useful for empirically assessing the effects of a circular economy in terms of proﬁtability, job creation, and environmental impacts. The ultimate goal of a circular economy is sustainable development (Bonciu 2014;Kopnina 2014; Mathews et al. 2011; Qiao and Qiao 2013;Lowe 2015). A shift to a circular economy presents the challenge of recirculating direct and indirect material ﬂows in a manner that can promote eco-effectiveness (Webster 2013). The shift requires changes at the micro level (individual companies and consumers), meso level (eco-industrial parks), and macro level (city, province, region, and nation) (Geng et al. 2016a; Ghisellini et al. 2016; Qiao and Qiao 2013; Geng et al. 2009;Geng and Doberstein 2008). Micro-level activities that can support this change include eco-design, waste minimization, cleaner production, environmental management systems, product-life extension, new business models, and new modes of consumption. Three material recirculation strategies (reuse, remanufacture, and recycle) that seek to transform the way manufactured goods are produced and consumed have been identiﬁed."
56;Liu & Bai (2014, p. 145);In a circular economy, the waste from factories would become a valuable input to another process—and rather than disposing of defunct products, they could be repaired, reused or upgraded (Preston, 2012).
57;Liu, Li, Zuo, Zhang, & Wang (2009, p. 265);China’s leadership, inspired by Japanese and German Recycling Economy Laws, has formed a Circular Economy (CE) initiative in order to decouple the economic growth from environmental degradation, as well as build an environmental-friendly and resource-saving society. ‘‘The CE in practice’’ aims at realizing waste minimization, environmental conservation, energy efficiency and economic development simultaneously, so it equals to a package of the all-round, systematic strategies and tools approaching the goals mentioned above. ‘‘3R’’ principle – reduction, reusing, and recycling of materials and energy – are often cited to describe the three possible approaches in practice. However, ‘‘the CE in theory’’ belongs to the field of ecological economics which owns the theoretical premise that the economic system is an open subsystem of the earth’s ecological system with limited resource and environment capability. As the unbalanced material exchange between the ecosystem and the socioeconomic system have taken place on the stage of industrialization, the circular economy defines its mission as solving the problems from the perspective of reducing the material flux and making the material flow balanced between the ecosystem and the socioeconomic system. 
58;Mathews & Tan (2011, p. 438);To achieve those goals, China is specifying a range of means, such as closing down inefficient factories and power plants—but also including the implementation of circular economy measures, through interconnecting the chains of resource and energy utilization. In this approach, wastes from one process can be captured and used as raw material for another, with energy generation being shared along the value chain, as an explicit developmental goal.
59;McDowall et al. (2017, p. 657-658);In summary, China’s approach to the CE reﬂects a greater concern with industrial production, water, pollution, and places greater attention to scale (through a multilevel system of experimentation under hierarchy) and place (through incorporation of CE ideas into land-use planning). CE policy is framed as part of a wider response to the environmental challenges created by rapid growth and industrialization. Europe’s conception of the CE has a narrower environmental scope, focusing on waste and resources, with little regard for pollution, and Europe’s view is largely silent on issues of scale or place. Europe’s CE policies are framed in economic as much as environmental terms, focusing on the potential for resource efﬁciency to boost competitiveness.
60;McKinsey & Company (2015);If European leaders decided to shift toward a more circular economy, managing the transition would have to be a top priority. A circular economy could greatly benefit the environment and boost competitiveness and resilience. A circular economy would decouple economic growth from resource use. Across the three study sectors, carbon emissions would drop as much as 48 percent by 2030 (31 percent on the current development path) and 83 percent by 2050 (61 percent on the current development path), compared with 2012 levels. Electric, shared, and autonomous vehicles, food-waste reduction, regenerative and healthy food chains, passive houses, urban planning, and renewable energy would be the principal sources of emission reduction across the three sectors.
61;Mendoza, Sharmina, Gallego-Schmid, Heyes, & Azapagic (2017, p. 526);"The concept of the circular economy (CE) has emerged in recent years in response to the need for decoupling economic growth from resource consumption and environmental impacts (EC 2011; EMF 2014). Aiming to maximize resource efﬁciency, it represents an alternative to the current linear take-make-use-dispose economic model. The CE concept rests on the following three fundamental principles (EMF 2012): (1) preserving and enhancing natural capital by controlling ﬁnite stocks and balancing renewable resource ﬂows; (2) optimizing resource yields by circulating products, components, and materials at the highest utility and value at all times within technical and biological cycles; and (3) fostering system effectiveness by revealing and designing out negative externalities."
62;Mirabella, Castellani, & Sala (2014, p. 29);Moreover, industrial ecology concepts such as cradle to cradle and circular economy have been considered leading principle for eco-innovation, aiming at “zero waste” society and economy where wastes are used as raw material for new products and applications. In fact, closed systems are the basis of so-called industrial symbiosis, in which the goal is to use wastes from one sector as an input for other sectors.
63;Moreau, Sahakian, van Griethuysen, & Vuille (2017, p. 498);A circular economy is restorative and regenerative by design, and aims to keep products, components, and materials at their highest utility and value at all times. The concept [ . . . ] is a continuous positive development cycle that preserves and enhances natural capital, optimises resource yields, and minimises system risks by managing ﬁnite stocks and renewable ﬂows. It works effectively at every scale. In light of the environmental consequences of linear production and consumption processes, the circular economy (CE) is gaining momentum as a concept and practice, promoting closed material cycles by focusing on multiple strategies from material recycling to product reuse, as well as rethinking production and consumption chains toward increased resource efﬁciency. Yet, by considering mainly cost-effective opportunities within the realm of economic competitiveness, it stops short of grappling with the institutional and social predispositions necessary for societal transitions to a CE.
64;Mulrow, Derrible, Ashton, & Chopra (2017, p. 559);"As a concept, the circular economy (CE) is being discussed and practiced at scales ranging from the individual product or ﬁrm to global supply chains and the entire globalized economy. Moreover, CE practices hold consequence not only for environmental impact, but also for economic performance, human well-being, and cultural shift toward a sustainability paradigm (Geng and Doberstein 2008; Geng et al. 2012, Hobson2016). The Ellen MacArthur Foundation (EMF) (EMF 2013), a UK-based charitable organization, has proposed three principles of a CE: (1) preserve and enhance natural capital; (2) optimize resource yields; and (3) foster system effectiveness. These principles are well deﬁned, but also broad enough for almost any entity to adapt for its own purposes and operations."
65;Murray, Skene, & Haynes (2017, p. 1);The circular economy is an economic model wherein planning, resourcing, procurement, production and reprocessing are designed and managed, as both process and output, to maximize ecosystem functioning and human well-being
66;Naustdalslid (2014, p. 303);Circular Economy may be seen as a system for production and consumption, which aims at balancing economic growth and development with environmental and resource protection, and has also been explained as a strategy for ‘decoupling economic growth from resource consumption’, and hence secure continued economic growth without destroying the environment (Zhu 2008). The concept is inspired by industrial ecology and practical efforts of resource recovery through recycling and reuse of materials in industrial production. But the concept is also linked to the wider social and economic system by including household and other consumption refuse items in the total recycling system at a local, regional, and finally at a national, levels. 
67;Ness (2008, p. 291);By organising economic activities in a closed loop of materials, the CE policy promotes harmony between the economic system and the ecosystem (CCICED 2003). This promotes new types of industrialisation, including ‘product and service design to promote reduce, reuse and recycling of materials’ and ‘sustainable product and service design’. In this regard, Stahel (1982) developed a conceptual and methodological framework of great value to planning and implementing a more CE in China, based on product life extension, the service or functional economy, and the notion of products as service carriers. Thus, improving resource efficiency is an important element of the CE (the subject of research by the China Research Centre for Economic Transition) and of a pilot study to develop and implement the policy within the city of Guiyang (Kuhndt et al. 2007). 
68;Ness & Xing (2017, p. 572 ff.);"The CE, though, seeks to have no net impact on the environment, by restoring any damage done in resource acquisition while minimizing waste generated during the production and life cycle of products. Moreover, it has been claimed that CE approaches will generate jobs and improve competitiveness, while fostering energy savings and reducing GHG emissions (EC 2015b). The objective of decoupling economic growth from re-source consumption is at the heart of the CE, according to Gregson and colleagues (2015), reﬂected in the emphasis on resource efﬁciency. In the CE, reuse and remanufacture conserve more value than recycling (Stahel and Reday-Mulvey 1981). Most recycling is down cycling, with reduced quality and value (Braungart et al. 2007). It is not only important to use resources and goods more efﬁciently, but also to limit unnecessary demand—reduce or prevent in the 3R’s waste hierarchy (Stahel 1997; Cooper 2005). The circular economy (CE) concept has emerged as a way to obtain more value from resources while reducing material throughput. It involves closed-loop and cooperative approaches, reuse, adaptation, resource stewardship, stock management, sharing, and other new business models."
